Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
W255049092535201,144,Assam,West Kaarbi-Anglong,Langsomepi,Kheronighat,25.8475,92.88416667,2021,8.18,156.1,0,61.05,28.36,3.75,1.19,1.19,,24.02,1.2,15.37,2.15,0.44,,89.7,
W270200093501001,145,Assam,LAKHIMPUR,Narayanpur,Bhogpur Charali,27.0465556,93.83275,2021,8.17,237,0,134.31,21.27,4.17,13.63,13.63,,26.02,10.91,12.16,2.37,0.48,,125.5,
W260500091400001,146,Assam,Kamrup,Rani,Rani,26.037,91.578,2021,8.17,281.7,0,177.04,28.36,14.64,1.15,1.15,,36.03,12.12,18.16,8.77,0.75,,152.6,
W260925093480001,147,Assam,Karbi Anglong,Bokajan,Balipathar,26.1505556,93.7925,2021,8.17,144.7,0,85.47,24.815,5.5,0,0,,22.02,8.48,8.36,4.7,0.39,,84.63,
W261618090273601,148,Assam,Dhubri,Chapar,Chapar,26.2768889,90.44686111,2021,8.17,305.2,0,152.62,88.625,21.43,0.5,0.5,,58.05,3.61,32.39,14.43,0.55,,160.1,
W262730091370001,149,Assam,Kamrup,Rangia,Rangia,26.4375894,91.6236425,2021,8.16,829.2,0,360.19,67.355,76.88,0.85,0.85,,46.04,27.89,56.58,76.42,1.1,,441.2,
W212350077274001,150,Assam,Biswanath,Behali,Behali,26.8323333,93.35775,2021,8.16,140.2,0,73.26,10.635,2.51,5.25,5.25,,12.01,7.28,9.54,6.56,0.38,,74.45,
W261600090353001,151,Assam,Bongaigaon,Baitamari,Chalantapara,26.2377778,90.57644444,2021,8.13,453.2,0,103.78,322.595,18.32,0,0,,56.04,42.45,75.93,35.19,0.4,,247,
W270721093512001,152,Assam,LAKHIMPUR,Karunabari,Harmoti,27.1228889,93.85394444,2021,8.12,263.4,0,134.31,17.725,12.31,1.75,1.75,,24.02,12.12,9.65,13.86,0.39,,139.3,
W260418092123701,153,Assam,Morigaon,Kapilli,Silsang Namghar,26.1216667,92.35083333,2021,8.12,174.7,0,91.57,17.725,15.42,0,0,,22.02,8.48,4.07,11.23,0.45,,100,
W272330095383001,154,Assam,Tinsukia,Margherita,Digboi,27.380266,95.615446,2021,8.12,182.5,0,122.1,10.635,4.35,0,0,,20.02,12.13,5.07,1.38,0.05,,101.4,
W243830092211501,155,Assam,Karimganj,Patharkandi,Dhaulia,24.6240556,92.36227778,2021,8.12,186.7,0,134.31,77.99,7.33,0.19,0.19,,26.02,20.62,24.1,8.02,0.36,,96.39,
W261130092510001,156,Assam,Nagaon,Kathiatoli,Doboka,26.1319444,92.88805556,2021,8.1,58.86,0,48.84,10.635,0.85,7.46,7.46,,8.01,2.42,12.7,3.83,0.61,,34.37,
W292850079285501,157,Assam,Golaghat,Golaghat south,Garampani,26.3925,93.88055556,2021,8.08,269.3,0,48.84,53.175,13.74,17.95,17.95,,26.02,8.48,22.44,5.63,0.42,,154.8,
W264450093150001,158,Assam,Biswanath,Biswanath,Bihupukhuri,26.7604722,93.26158333,2021,8.08,343.5,0,122.1,49.63,10.92,10.23,10.23,,20.02,29.12,4.49,5.49,0.33,,182.7,
W261529092184201,159,Assam,Morigaon,Morigaon,Basanaghat,26.2580556,92.31166667,2021,8.08,355.6,0,61.05,70.9,30.82,4.67,4.67,,50.04,4.83,10.92,14.15,0.89,,204,
W261015091350501,160,Assam,Kamrup,Hajo,Sualkuchi,26.1674444,91.57083333,2021,8.07,1207,0,488.39,106.35,53.17,9.09,9.09,,110.09,4.8,85.97,58.85,1.2,,636.1,
W270700094064201,161,Assam,LAKHIMPUR,Lakhimpur,Panigaon,27.1374444,94.11066667,2021,8.06,161.4,0,128.2,7.09,0.05,13.66,13.66,,20.02,12.13,6.17,2.32,0.63,,92.59,
W265405093422901,162,Assam,Biswanath,Pub Chayduar,Kolabari,26.9014444,93.70805556,2021,8.06,197.1,0,152.62,7.09,0,30.3,30.3,,22.02,14.55,11.45,4.79,0.74,,112.2,
W260033093154301,163,Assam,Karbi Anglong,Langsomepi,Phonglangso,26.0266944,93.23236111,2021,8.05,297.3,9,256.4,14.18,2.78,0,0,,30.02,21.83,27.83,3.49,0.99,,173.1,
W260829092491102,164,Assam,Nagaon,Kathiatoli,Zebra Khua,26.1386111,92.80861111,2021,8.04,130,0,91.57,14.18,0.94,34.38,34.38,,14.01,12.13,15.16,1.11,0.97,,75.54,
W260107093380101,165,Assam,Karbi Anglong,Bokajan,Hidipi,26.0098667,93.63186111,2021,8.04,290.5,0,177.04,28.36,8.95,7.14,7.14,,50.04,9.68,9.54,9.4,0.64,,169.1,
W262130090370001,166,Assam,Bongaigaon,Baitamari,North salmara,26.3715,90.58558333,2021,8.03,495.6,0,122.1,283.6,6.75,0.08,0.08,,42.03,20.61,89.57,48.21,0.41,,273.2,
W271518095141701,167,Assam,Dibrugarh,Joypur,Jaipur Naharani,27.255,95.23805556,2021,8.03,175.5,0,152.62,10.635,7.81,1.46,1.46,,4,4.85,43.01,12.09,0.04,,92.77,
W262955091043001,168,Assam,Barpeta,Howly,Sarupeta,26.4480278,91.07480556,2021,8.03,613.4,0,293.03,60.265,20.55,0.69,,320,72.06,33.95,4.06,6.37,0.6,,318.8,
W255600092423101,169,Assam,West Kaarbi-Anglong,Howraghat,Donkamokam,25.9327778,92.71,2021,8.02,124.8,0,79.36,28.36,1.39,0,,80,22.02,6.06,8.51,1.67,0.69,,71.46,
W263030091360001,170,Assam,Kamrup,Rangia,Darkuchi,26.5412778,91.60255556,2021,7.99,298.9,0,134.31,152.435,14.91,0,,85,20.02,8.49,87.84,33.53,0.34,,160.7,
W261400091370001,171,Assam,Kamrup,Hajo,Alikash Adarsh,26.2257778,91.61447222,2021,7.97,1387,0,390.71,326.14,15.32,0.53,,455,108.09,44.85,117.88,64.88,0.84,,773.4,
W260500091400001,172,Assam,Kamrup,Rani,Rani,26.0377,91.5839,2021,7.97,53.41,0,85.47,17.725,8.16,0.29,,25,6,2.42,24.55,12.11,0.2,,27.8,
W270730093543001,173,Assam,LAKHIMPUR,Karunabari,Laluk,27.11975,93.93016667,2021,7.97,460.3,0,109.89,38.995,11.43,42.47,,190,14.01,37.61,7.98,3.56,0.23,,248.7,
W243611092315101,174,Assam,Hailakandi,Lala,Lakhinagar,24.6031389,92.531361,2021,7.97,304,0,213.67,81.535,1.69,0.36,,225,22.02,41.25,21.22,2.92,0.37,,158,
W260227091213401,175,Assam,Kamrup,Chhaygaon,Chhaygaon,26.0411111,91.35972222,2021,7.96,266.7,0,109.89,24.815,55.36,3.89,,80,22.02,6.06,32.11,19.8,1,,140.5,
W261019092562001,176,Assam,Nagaon,Jugijan,Haldiati Sub Bt,26.1725,92.94333333,2021,7.96,201.6,0,85.47,35.45,5.1,0,,65,12.01,8.49,22.25,5.45,1.1,,116.1,
W262009092454101,177,Assam,Nagaon,Brahmpur,Hatenibatha,26.3361111,92.76138889,2021,7.95,581.6,0,317.45,155.98,1.06,0,,335,40.03,57.02,67.45,2.8,0.73,,349.7,
W264315091550001,178,Assam,Udalguri,Paneri,Paneri,26.732836,91.959796,2021,7.94,156,0,79.36,46.085,24.28,0,,75,10.01,12.13,25.85,7.98,0.36,,81.4,
W263430091540001,179,Assam,Udalguri,Kalaigaon,Kalaigaon,26.570366,91.981299,2021,7.94,260.3,0,109.89,198.52,13.83,0.2,,140,26.02,18.19,69.42,37.67,0.55,,140.3,
W230530080300001,180,Assam,Bongaigaon,Manikpur,Manikpur,26.4687778,90.80183333,2021,7.94,457.9,0,244.2,81.535,7.08,0,,260,70.06,20.6,13.63,6.08,0.89,,234.2,
W264505092083001,181,Assam,Darrang,Udalguri,Goroibari,26.7518611,92.14275,2021,7.93,125.7,0,115.99,56.72,9.2,0.04,,65,16.01,6.06,33.85,3.87,0.44,,67.68,
W260501092132101,182,Assam,Morigaon,Borhampur,Daponibari N,26.1438889,92.37416667,2021,7.93,74.43,0,42.73,10.635,4.46,0,,30,6,3.64,8.91,1.81,0.94,,43.11,
W260735092150801,183,Assam,Morigaon,Mayong,Deosal,26.1263889,92.2525,2021,7.92,65.01,0,42.73,10.635,4.19,0,,40,4,7.28,4.5,4.17,0.64,,36.73,
W271617094013101,184,Assam,LAKHIMPUR,Lakhimpur,Dejoo,27.2716389,94.02529722,2021,7.92,88.25,0,42.73,17.725,3.31,0,,45,12.01,3.63,3.97,2.12,0.52,,50.53,
W240618087404801,185,Assam,Goalpara,Dudhnoi,Damra,25.9291667,90.77638889,2021,7.89,128.3,6,48.84,109.895,6.24,0.5,,50,18.01,1.2,55.58,37.92,1.2,,65.99,
W255830091143001,186,Assam,Kamrup,Boko,Boko,25.9833333,91.245,2021,7.87,208.5,0,54.94,24.815,35.06,0.19,,95,26.02,7.27,13.51,2.76,1,,109.6,
W260831093511001,187,Assam,Karbi Anglong,Bokajan,Bokajan I,26.0286111,93.76722222,2021,7.86,212.6,0,48.84,42.54,2.88,25.07,,75,22.02,4.84,21.34,1,0.31,,123.7,
W262730091370001,188,Assam,Kamrup,Rangia,Rangia,26.4375889,91.606975,2021,7.83,858.4,0,347.98,219.79,20.09,0.88,,320,14.01,69.17,78.7,57.78,0.63,,464.5,
W265041092191601,189,Assam,Udalguri,Mazbat,Hatitopagaon,26.7652778,92.31,2021,7.8,227.3,0,61.05,95.715,30.79,3.38,,100,20.02,12.13,36.83,15.31,0.38,,120,
W264202092130001,190,Assam,Udalguri,Rowta,Rowta chariali,26.711652,92.205556,2021,7.8,723.7,0,189.25,262.33,6.73,2.19,,175,38.03,19.4,97.87,79.86,0.8,,397,
W264325091590001,191,Assam,Udalguri,Paneri,Bengbari,26.732836,92.20763889,2021,7.77,144,0,85.47,77.99,32.93,0,,115,14.01,19.41,31.07,9.97,0.28,,77.69,
W261723091424301,192,Assam,Kamrup,Bejera,Dora Kahara,26.301479,91.59475,2021,7.77,536,0,219.78,53.175,84.79,1.74,,205,46.04,21.82,40.08,17.71,1,,282.1,
W262913090375901,193,Assam,Bongaigaon,Baitamari,Chaprakata (Dankinamari),26.48725,90.63341667,2021,7.76,260.7,0,170.94,49.63,6.75,0,,180,50.04,13.33,12.37,2.12,0.38,,138.4,
W235153091200701,194,Assam,Karimganj,Old Agartala,R.K nagar,24.56658,92.4610556,2021,7.76,145.7,0,122.1,113.44,1.4,0.51,,125,30.02,12.12,39.35,20.38,0.2,,75.28,
W261148093474301,195,Assam,Karbi Anglong,Bokajan,Saphapani,26.1963889,93.79527778,2021,7.7,89.05,0,36.63,31.905,0,0,,35,10.01,2.42,18.78,2.33,0.35,,51.59,
W255939093243801,196,Assam,Karbi Anglong,Bokajan,Mohendijua,25.9945,93.41102778,2021,7.7,125.4,0,24.42,38.995,2.25,0.77,,45,12.01,3.63,13.04,2.18,0.26,,73.19,
W261315093503201,197,Assam,Karbi Anglong,Bokajan,Deopani,26.2213889,93.8225,2021,7.68,290.3,0,158.73,38.995,7.86,0,,140,38.03,10.9,24.01,3.18,0.57,,167.8,
W264253091424301,198,Assam,Baksa,Goreswar,Bangalipara,26.715,93.8225,2021,7.67,462,0,250.3,38.995,36.14,1.08,,275,30.02,48.53,3.88,1.88,0.5,,246,
W270200093543001,199,Assam,LAKHIMPUR,Bihpuria,Bihpuria,27.0235194,93.8225,2021,7.67,149.3,0,91.57,10.635,0,0.26,,85,24.02,6.06,3.71,4.02,0.36,,80.14,
W261521092134601,200,Assam,Morigaon,Mayong,Garmari Gaon,26.2630556,93.8225,2021,7.63,251.9,0,67.15,31.905,10.85,34.1,,140,28.02,16.98,5.22,2.19,0.54,,146.1,
W255745093350601,201,Assam,Karbi Anglong,Bokajan,Dillai,25.9658333,93.8225,2021,7.63,711.1,0,158.73,145.345,35.15,1.19,,265,62.05,26.67,61.43,6.84,0.42,,412.2,
W260848092095601,202,Assam,Kamrup,Dimaria,Khetri II,26.1466667,92.16555556,2021,7.61,328.9,0,134.31,42.54,30.6,6.95,,125,18.01,19.41,24.22,20.2,0.4,,187.8,
W260348093110604,203,Assam,Karbi Anglong,Langsomepi,Bokoliaghat,26.0588889,93.2025,2021,7.6,160.9,0,36.63,53.175,2.17,14.65,,30,8.01,2.42,27.4,14.84,0.32,,93.24,
W264921092471001,204,Assam,SONITPUR,Balipara,Balipara,26.8230556,92.78186111,2021,7.57,256.2,0,109.89,24.815,19.93,0.21,,90,24.02,7.27,17.33,16.21,0.23,,136.7,
W263750091341501,205,Assam,Baksa,Tamulpur,Tamulpur,26.6065278,91.58047222,2021,7.57,854.3,0,366.29,262.33,6.48,11.01,,350,42.03,59.45,84.67,68.87,0.58,,471.5,
W260115091194001,206,Assam,Kamrup,Chhaygaon,Bamunigaon,26.0236111,91.32444444,2021,7.56,169.1,0,103.78,28.36,13.29,0.49,,65,18.01,4.85,23.71,8.18,0.89,,90.03,
W264353091332001,207,Assam,Baksa,Tamulpur,Kumarikata,26.7327778,91.55636111,2021,7.56,651.7,0,305.24,194.975,7.05,3.08,,245,40.03,35.17,78.85,56.99,0.46,,351,
W245820092350001,208,Assam,Cachar,Kalain,Kalain,24.9681389,92.40863889,2021,7.56,486,0,195.36,248.15,12.49,1.84,,260,42.03,37.6,76.31,42.26,0.27,,252.3,
W262200090380001,209,Assam,Bongaigaon,Srijangram,Abhayapuri,26.3385278,90.66238889,2021,7.56,216,0,79.36,141.8,8.45,0.21,,60,20.02,2.42,66.86,34.03,0.2,,114.5,
W260348093110605,210,Assam,Karbi Anglong,Langsomepi,Dishobai,26.0099444,93.26277778,2021,7.56,341.1,0,244.2,28.36,3.38,6.19,,155,44.04,10.9,36.12,11.73,0.69,,197.9,
W262830090541001,211,Assam,Barpeta,Chakchaka,Sorbhog,26.4724722,90.88069444,2021,7.55,408.8,0,177.04,131.165,30.21,0.39,,185,70.06,2.39,52.75,26.2,0.5,,211.2,
W271800095513001,212,Assam,Tinsukia,Margherita,Lekhapani,27.319722,95.818056,2021,7.55,150.5,0,73.26,10.635,16.86,1,,85,18.01,9.7,2.83,3.78,0.08,,80.01,
W262930090093001,213,Assam,Kokrajhar,Dotoma,Dotma,26.4846111,90.16630556,2021,7.54,241,0,134.31,42.54,33.58,0,,165,46.04,12.11,7.82,3.46,0.42,,126.6,
W263630092230001,214,Assam,SONITPUR,Balipara,Barchola,26.6054167,92.38016667,2021,7.54,163.6,0,54.94,28.36,8.71,12.42,,55,10.01,7.28,14.73,7.15,0.17,,87.03,
W271952095511101,215,Assam,Tinsukia,Margherita,Tirap Gate,27.333138,95.848262,2021,7.51,181.4,0,48.84,21.27,20.39,0,,70,10.01,10.92,5.28,2.22,0.08,,96.38,
W245920092300001,216,Assam,Cachar,Kalain,Digharkhal,24.9994167,92.51302778,2021,7.45,370.8,0,85.47,326.14,51.28,5.14,,410,72.06,55.79,54.94,24.73,0.23,,200.6,
W264800092543501,217,Assam,SONITPUR,Naduar,Tupia,26.7990278,92.91105556,2021,7.44,231.2,0,134.31,7.09,10.73,4.46,,115,20.02,15.77,1.86,16.06,0.22,,123.4,
W261900093523001,218,Assam,Karbi Anglong,Bokajan,Silanijan,26.3216667,93.87222222,2021,7.44,178.5,0,24.42,49.63,10.72,13.56,,45,4,8.49,27.5,10.88,0.29,,102.2,
W262044092445401,219,Assam,Nagaon,Rupohi,Gomotha,26.3452778,92.74861111,2021,7.42,596.6,0,378.5,49.63,13.35,22.38,,235,6,53.4,54.56,20.82,0.65,,335.7,
W264208092282801,220,Assam,SONITPUR,Dhekiajuli,Dhekiajuli,26.7031389,92.47083333,2021,7.39,198.1,0,79.36,24.815,13.97,7.27,,70,14.01,8.49,15.06,7.86,0.07,,105.6,
W260406091362101,221,Assam,Kamrup,Rani,Rani II,26.041,91.585,2021,7.35,71.23,0,73.26,21.27,8.28,1.04,,40,6,6.07,15.81,12.39,0.49,,38.21,
W263330090230001,222,Assam,Chirang,Sidli,Garubassa,26.5691667,90.37527778,2021,7.35,126.7,0,67.15,77.99,13.23,3.82,,55,14.01,4.85,46.6,7.4,0.18,,65.89,
W243745092402801,223,Assam,Hailakandi,Algapur,Burakhai,24.6289722,92.67444444,2021,7.33,213.5,0,97.68,120.53,1.84,0.43,,85,26.02,4.84,49.72,28.72,0.24,,109,
W263800090230001,224,Assam,Chirang,Bengtol,Runikhata,26.6348611,90.38402778,2021,7.3,106.9,0,24.42,46.085,7.2,6.64,,80,20.02,7.27,2.29,3.21,0.15,,57.4,
W272337095535701,225,Assam,Tinsukia,Margherita,Jagun,27.383005,95.903574,2021,7.29,49.38,0,24.42,10.635,2.04,3.31,,30,4,4.85,4.42,0.69,0.14,,26.17,
W263409090090001,226,Assam,Kokrajhar,Dotoma,Serfanguri,26.5541667,90.15277778,2021,7.17,151.4,0,91.57,77.99,10.18,0.66,,200,20.02,36.4,5.09,3.15,0.24,,79.08,
W243909092531001,227,Assam,Cachar,Palanghat,Palanghat,25.2573056,91.74127778,2021,7.07,576.1,0,207.57,219.79,20.38,0.14,,325,44.04,52.16,47.15,18.58,0.49,,304.7,
W255810090564001,228,Assam,Goalpara,Rongjuli,Rongjuli,25.9672222,90.925,2021,7.06,136.8,0,152.62,70.9,9.55,0.31,,105,38.03,2.41,48.84,18.98,0.27,,70.86,
W245200092340001,229,Assam,Karimganj,Badarpur,Badarpur,24.8743889,92.58333333,2021,7,289.3,0,48.84,198.52,11.59,2,,90,30.02,3.63,77.09,34.75,0.17,,147.4,
W245620092443001,230,Assam,Cachar,Borkhola,Borkhola,24.6070556,92.72716667,2021,6.71,224.5,0,67.15,191.43,8.02,0.79,,170,28.02,24.26,65.16,25.19,0.22,,117.7,
W243330092480001,231,Assam,Cachar,Barjalenga,Borjalinga,24.6651111,92.71877778,2021,6.7,88.52,0,85.47,60.265,2.17,0.93,,50,8.01,7.28,33.1,16.4,0.11,,47.23,
W263400090180001,232,Assam,Kokrajhar,Kokrajhar,Bisumari,26.5608333,90.29138889,2021,6.69,73.65,0,61.05,56.72,16.02,3.22,,150,10.01,30.33,2.96,3.84,0.16,,38.53,
W244725093001901,233,Assam,Cachar,Lakhipur,Fulertol,24.7903056,93.0055,2021,6.61,224.8,0,85.47,148.89,13.61,0.26,,60,14.01,6.06,67.95,46.25,0.2,,120.3,
W221445068573001,234,Assam,Goalpara,Balijana,Dwarka,26.0563889,90.49527778,2021,6.54,128.2,0,85.47,116.985,10.38,0.66,,95,20.02,10.91,48.98,17.11,0.16,,67.49,
W245805092343101,235,Assam,Cachar,Palanghat,Atalbasti,24.6485833,92.88222222,2021,6.35,164.2,0,36.63,134.71,9.32,1.54,,40,10.01,3.64,55.34,38.53,0.15,,88.11,
W260046090420201,236,Assam,Goalpara,Krishnai,Salpara,26.0127778,90.70083333,2021,6.2,80.24,0,54.94,127.62,7.7,0.71,,55,14.01,4.85,55.74,27.28,0.09,,41.76,
W260200090253001,237,Assam,Goalpara,Balijana,Baida,26.0258333,90.41638889,2021,6.02,60.16,0,42.73,85.08,7.87,0.62,,65,10.01,9.7,35.24,5.51,0.16,,31.73,
W252105091233801,238,Assam,Cachar,Barjalenga,Kathaltila,25.210588,91.233857,2021,5.97,70.89,0,24.42,77.99,9.55,0.82,,55,4,10.92,28.15,11.42,0.21,,38.77,
W250600086294501,239,Assam,Cachar,Lakhipur,Tarapur,24.8298056,92.97966667,2021,5.1,297.1,0,30.52,219.79,5.52,1.01,,190,30.02,27.9,45.9,27.38,0.16,,156.7,
W244503085400701,240,Bihar,Saran,Ekma,Bishunpur,25.97,84.6,2021,8.2,650,0,171,53,53,65,0,170,50,11,65,13,0.38,,423,
W254818084431201,241,Bihar,Saran,Chapra,Chirand,25.81,84.72,2021,8.18,642,0,195,82,23,30,0,190,66,6,52,15,0.71,,417,
W221719084182901,242,Bihar,Saran,Ekma,Ekma,25.97,84.55,2021,8.2,461,0,128,67,14,12,0,120,28,12,46,6.95,0.53,,300,
W254930084533001,243,Bihar,Saran,Garkha,Garkha,25.83,84.89,2021,8.19,398,0,116,43,11,33,0,110,30,9,35,7.25,0.34,,259,
W260340084413001,244,Bihar,Saran,Baniapur,Manopali,26.06,84.69,2021,8.12,929,0,262,107,37,71,0,285,106,23,76,12,0.68,,604,
W255845084521501,245,Bihar,Saran,Marhaura,Marhaura,25.98,84.87,2021,8.14,617,0,189,36,94,10,0.32,200,60,12,45,11,0.41,,401,
W254800084511901,246,Bihar,Saran,Garkha,Minapur,25.8,84.86,2021,7.97,1470,0,329,192,95,75,0,415,136,18,122,18,0.38,,956,
W254933084434001,247,Bihar,Saran,Jalalpur,Nagra,25.83,84.73,2021,8.13,511,0,244,11,11,31,0,170,50,11,32,12,0.47,,332,
W260944084405101,248,Bihar,Siwan,Bhagwanpur,Malmalia Chowk,26.16,84.68,2021,8.14,320,0,92,25,23,31,0,130,40,7,5,14,0.63,,208,
W260613084403301,249,Bihar,Siwan,Bhagwanpurhat,Sarripatti,26.1,84.68,2021,7.87,1805,0,384,231,168,105,0,435,150,15,183,54,0.21,,1173,
W261145084291501,250,Bihar,Siwan,Barharia,Tarwara,26.2,84.49,2021,8.13,678,0,232,75,24,21,0,215,72,9,52,6.5,0.75,,441,
W255237085223701,251,Bihar,Vaishali,Goraul,Baksama,25.88,85.38,2021,8.14,404,0,201,14,4.23,11,0,145,54,2,25,2.1,0.39,,263,
W255530085202801,252,Bihar,Vaishali,Goraul,Chandpur Kala,25.93,85.34,2021,8.17,607,0,244,53,17,12,0,205,70,7,42,6.3,0.21,,395,
W255615085204501,253,Bihar,Vaishali,Garaul,Garaul,25.94,85.35,2021,8.2,693,0,159,124,17,26,0,220,66,11,51,12,0.87,,450,
W185230079173001,254,Bihar,Vaishali,Vaishali,Hajipur,25.7,85.23,2021,8.16,556,0,189,28,35,51,0,205,70,7,30,5.5,0.61,,361,
W252620086043701,255,Bihar,Vaishali,Goraul,Harpur,25.92,85.38,2021,8.13,560,0,207,21,47,42,0,215,64,13,29,4.62,0.72,,364,
W254100085120002,256,Bihar,Vaishali,Bidupur,Kachanpur,25.68,85.2,2021,8.16,426,0,226,14,4.81,9.54,0.09,140,44,7,31,6.25,0,,277,
W253857085281701,257,Bihar,Vaishali,Mahnar,Kumharkal,25.65,85.47,2021,8.07,1089,0,378,46,132,14,0,360,132,7,71,9.27,0,,708,
W253615085310001,258,Bihar,Vaishali,Mahnar,Mahnar,25.6,85.52,2021,8.15,438,0,116,25,35,65,0,105,32,6,46,10,0,,285,
W253749085214301,259,Bihar,Vaishali,Bidupur,Mathura,25.63,85.36,2021,8.12,517,0,177,11,31,82,0,155,38,15,44,6.25,0,,336,
W254814085355201,260,Bihar,Vaishali,Patepur,Mushari Tola,25.8,85.6,2021,8.13,834,0,250,50,58,97,0,285,108,4,58,3.1,0,,542,
W254954085105101,261,Bihar,Vaishali,Lalganj,Namidh,25.83,85.18,2021,8.15,850,0,311,71,34,44,0,300,110,6,53,9.78,0,,553,
W254629085142001,262,Bihar,Vaishali,Bhagwanpur (Sarai),Nonepur,25.78,85.24,2021,8.14,769,0,275,28,58,75,0,275,96,9,47,5.4,0,,500,
W253942085273901,263,Bihar,Vaishali,Sahdei Bujurg,Sahdei Bujurg,25.66,85.46,2021,8.02,1245,0,329,75,180,75,0,395,134,15,98,8.2,0,,809,
W254100085120001,264,Bihar,Vaishali,Hajipur,Sahjadpur,25.68,85.2,2021,8.16,565,0,268,18,5.49,43,0,200,54,16,34,7.52,0,,367,
W255059085263101,265,Bihar,Vaishali,Mahua,Tariya Supaul,25.85,85.44,2021,8.19,508,0,140,43,21,67,0,210,70,9,12,11,0,,330,
W255755085080301,266,Bihar,Vaishali,Vaishali,Thukaiya,25.97,85.13,2021,8.12,452,0,159,11,40,50,0,150,46,9,28,11,0,,294,
W260949084594701,267,Bihar,Muzaffarpur,Paroo,Dewaria,26.16,85,2021,8.19,798,0,189,153,17,10,0,340,102,21,23,5.7,0,,519,
W261743084571301,268,Bihar,Muzaffarpur,Sahebganj,Rajwara,26.3,84.95,2021,8.14,630,0,293,11,46,9.48,0.12,220,68,12,39,6.65,0,,410,
W262005084511901,269,Bihar,E. Champaran,Kesaria,Lala Chapra,26.33,84.86,2021,8.13,535,0,140,39,36,75,0,135,42,7,50,18,0.63,,348,
W215611075081001,270,Bihar,E. Champaran,Kalyanpur,Rajpur,26.51,84.84,2021,8.16,558,0,128,110,27,10,0,150,32,17,59,17,0.42,,363,
W253814085002601,271,Bihar,Patna,Danapur,Khaspur,25.64,85.01,2021,8.19,356,0,177,14,6.66,2.82,0,125,40,6,20,1.95,0.19,,231,
W253441084532402,272,Bihar,Patna,Bhita,Bishambharpur,25.58,84.89,2021,8.14,310,0,134,18,8.19,0.94,0,135,32,13,6,1.94,0.36,,202,
W253109084511501,273,Bihar,Patna,Bihta,Amhara,25.52,84.85,2021,8.14,349,0,159,18,8.54,1.04,0,140,48,5,12,1.76,0,,227,
W252930084515201,274,Bihar,Patna,Bikram,Mariyawa,25.49,84.86,2021,8.16,256,0,104,14,5.19,20,0,95,32,4,12,1.46,0,,166,
W252837084493301,275,Bihar,Patna,Bikram,Din Bigha,25.48,84.83,2021,8.13,425,0,226,11,2.29,6.89,0,170,56,7,14,1.18,0.21,,276,
W253615085121501,276,Bihar,Patna,Patna Sadar,Patna-City,25.6,85.12,2021,8.1,1054,0,317,121,54,46,0,305,54,41,76,36,0.45,,685,
W253015085174501,277,Bihar,Patna,Fatwa,Fatuha,25.5,85.3,2021,8.16,507,0,189,43,20,20,0,170,62,4,35,2.21,0,,330,
W252745085314501,278,Bihar,Patna,Bakhtiarpur,Bakhtiarpur,25.46,85.53,2021,8.11,677,0,305,46,15,2.22,0,250,24,46,34,4.63,0,,440,
W253015085174502,279,Bihar,Patna,Mokama,Mokama,25.5,85.3,2021,8.17,373,0,128,28,34,1.12,0,120,40,5,24,3.51,0.34,,242,
W253018084574001,280,Bihar,Patna,Naubatpur,Snehitola,25.51,85.73,2021,8.06,808,0,201,96,52,60,0,270,68,24,55,6.77,0,,525,
W252114085592801,281,Bihar,Patna,Mokama,Maranchi,25.35,85.99,2021,8.01,673,0,232,60,41,9,0,200,56,15,58,3.08,0,,437,
W253815084531501,282,Bihar,Patna,Maner,Maner,25.64,84.89,2021,7.99,687,0,177,96,33,28,0,270,44,39,31,2.32,0.09,,447,
W252515084521301,283,Bihar,Patna,Bikram,Noniatola,25.42,84.87,2021,7.91,954,0,317,96,41,40,0,340,62,45,56,5.63,0.31,,620,
W252030084514501,284,Bihar,Patna,Paliganj,Bharatpura,25.34,84.86,2021,8.14,719,0,323,43,11,20,0,195,66,7,68,6.95,0.81,,467,
W252000084493601,285,Bihar,Patna,Bhita,Bali Pakar,25.33,84.83,2021,8.11,1524,0,506,142,76,59,2.08,500,102,60,90,46,1.28,,991,
W252701085051601,286,Bihar,Patna,Punpun,Deokali,25.45,85.09,2021,8.16,375,0,165,21,11,3.06,0,150,32,17,15,1.99,0,,244,
W252739085071801,287,Bihar,Patna,Dhanrua,Nima halt,25.46,85.12,2021,8.17,423,0,201,21,8.19,4.32,0,160,22,26,18,1.6,0.43,,275,
W253217085013501,288,Bihar,Patna,Phulwari Sharif,Hulas Chak,25.54,85.03,2021,8.04,1102,0,403,117,41,6.94,0,300,14,64,110,6.5,0,,716,
W253430085073501,289,Bihar,Patna,Phulwari Sharif,Etwarpur,25.58,85.13,2021,8.16,536,0,165,53,21,29,0,210,34,30,22,3.02,0.18,,348,
W253549086131401,290,Bihar,Patna,Maner,Simri,25.61,84.91,2021,8.01,481,0,128,64,22,21,0,190,22,33,18,1.36,0.1,,313,
W252648084512101,291,Bihar,Patna,Bikram,Bikram,25.45,84.86,2021,8.03,307,0,79,25,36,16,0,120,36,7,11,1.09,0.14,,200,
